model_id,scenario,role,channel,policy,target_fpr,sample_count,positive_count,negative_count,predicted_positive_count,tp,fp,tn,fn,reference_threshold,decision_threshold,precision,recall,f1,fpr,miss_rate,pr_auc,reference_prevalence,metric_valid,unavailable_reason
m3_linear_residual_mlp,state_group,test,kMc,nominal_threshold,,1791,774,1017,740,740,0,1017,34,0.6,0.6,1.0,0.9560723514211886,0.9775429326287979,0.0,0.04392764857881137,1.0,0.4321608040201005,True,
m3_linear_residual_mlp,state_group,test,kMt,nominal_threshold,,1791,711,1080,688,688,0,1080,23,0.6,0.6,1.0,0.9676511954992968,0.9835596854896355,0.0,0.03234880450070324,1.0,0.3969849246231156,True,
m3_linear_residual_mlp,state_group,test,any,nominal_threshold,,1791,1215,576,1170,1170,0,576,45,0.6,0.6,1.0,0.9629629629629629,0.9811320754716981,0.0,0.037037037037037035,0.9999899628625915,0.678391959798995,True,
m3_linear_residual_mlp,state_group,test,kMc,nominal_threshold,,1791,576,1215,552,552,0,1215,24,0.7,0.7,1.0,0.9583333333333334,0.9787234042553191,0.0,0.041666666666666664,1.0,0.32160804020100503,True,
m3_linear_residual_mlp,state_group,test,kMt,nominal_threshold,,1791,450,1341,449,449,0,1341,1,0.7,0.7,1.0,0.9977777777777778,0.9988876529477196,0.0,0.0022222222222222222,1.0,0.25125628140703515,True,
m3_linear_residual_mlp,state_group,test,any,nominal_threshold,,1791,900,891,888,888,0,891,12,0.7,0.7,1.0,0.9866666666666667,0.9932885906040269,0.0,0.013333333333333334,0.9999938202788614,0.5025125628140703,True,
m3_linear_residual_mlp,state_group,test,kMc,nominal_threshold,,1791,432,1359,416,416,0,1359,16,0.8,0.8,1.0,0.9629629629629629,0.9811320754716981,0.0,0.037037037037037035,1.0,0.24120603015075376,True,
m3_linear_residual_mlp,state_group,test,kMt,nominal_threshold,,1791,324,1467,306,306,0,1467,18,0.8,0.8,1.0,0.9444444444444444,0.9714285714285714,0.0,0.05555555555555555,0.9999810649094903,0.18090452261306533,True,
m3_linear_residual_mlp,state_group,test,any,nominal_threshold,,1791,702,1089,671,671,0,1089,31,0.8,0.8,1.0,0.9558404558404558,0.9774217042971595,0.0,0.04415954415954416,0.9999472406879815,0.39195979899497485,True,
m3_linear_residual_mlp,state_group,test,kMc,nominal_threshold,,1791,180,1611,159,159,0,1611,21,0.9,0.9,1.0,0.8833333333333333,0.9380530973451328,0.0,0.11666666666666667,0.9999999999999999,0.10050251256281408,True,
m3_linear_residual_mlp,state_group,test,kMt,nominal_threshold,,1791,135,1656,134,134,0,1656,1,0.9,0.9,1.0,0.9925925925925926,0.996282527881041,0.0,0.007407407407407408,1.0,0.07537688442211055,True,
m3_linear_residual_mlp,state_group,test,any,nominal_threshold,,1791,297,1494,280,280,0,1494,17,0.9,0.9,1.0,0.9427609427609428,0.9705372616984401,0.0,0.05723905723905724,0.9999999999999999,0.1658291457286432,True,
m3_linear_residual_mlp,turbine_holdout,test,kMc,nominal_threshold,,2295,1170,1125,1104,1104,0,1125,66,0.5,0.5,1.0,0.9435897435897436,0.9709762532981531,0.0,0.05641025641025641,0.9987969498054081,0.5098039215686274,True,
m3_linear_residual_mlp,turbine_holdout,test,kMt,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.5,0.5,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,any,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.5,0.5,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,kMc,nominal_threshold,,2295,945,1350,874,872,2,1348,73,0.6,0.6,0.9977116704805492,0.9227513227513228,0.9587685541506322,0.0014814814814814814,0.07724867724867725,0.9986630603042845,0.4117647058823529,True,
m3_linear_residual_mlp,turbine_holdout,test,kMt,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.6,0.6,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,any,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.6,0.6,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,kMc,nominal_threshold,,2295,720,1575,632,632,0,1575,88,0.7,0.7,1.0,0.8777777777777778,0.9349112426035503,0.0,0.12222222222222222,0.9983174814977043,0.3137254901960784,True,
m3_linear_residual_mlp,turbine_holdout,test,kMt,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.7,0.7,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,any,nominal_threshold,,2295,2295,0,2295,2295,0,0,0,0.7,0.7,,1.0,,,0.0,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,kMc,nominal_threshold,,2295,495,1800,404,404,0,1800,91,0.8,0.8,1.0,0.8161616161616162,0.8987764182424918,0.0,0.18383838383838383,0.9947036611812134,0.21568627450980393,True,
m3_linear_residual_mlp,turbine_holdout,test,kMt,nominal_threshold,,2295,2295,0,2138,2138,0,0,157,0.8,0.8,,0.9315904139433551,,,0.06840958605664488,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,any,nominal_threshold,,2295,2295,0,2188,2188,0,0,107,0.8,0.8,,0.9533769063180828,,,0.046623093681917215,,1.0,False,single_class_all_positive
m3_linear_residual_mlp,turbine_holdout,test,kMc,nominal_threshold,,2295,270,2025,170,170,0,2025,100,0.9,0.9,1.0,0.6296296296296297,0.7727272727272727,0.0,0.37037037037037035,0.9838988620692436,0.11764705882352941,True,
m3_linear_residual_mlp,turbine_holdout,test,kMt,nominal_threshold,,2295,1377,918,812,759,53,865,618,0.9,0.9,0.9347290640394089,0.55119825708061,0.6934673366834171,0.05773420479302832,0.44880174291938996,0.9414676272322191,0.6,True,
m3_linear_residual_mlp,turbine_holdout,test,any,nominal_threshold,,2295,1485,810,946,899,47,763,586,0.9,0.9,0.9503171247357294,0.6053872053872054,0.739613327848622,0.05802469135802469,0.39461279461279464,0.9601793618605868,0.6470588235294118,True,
